entity_name,year,summary_url,disc_url,last_checked
Christina Ascolillo,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToNhkFsXobuXyl3nDOcMw48A=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZNAykwKKMFLSRbQRyWLDHMkRRhDxITK9gJmy76gtOYy,
Christina Ascolillo,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToNhkFsXobuXyl3nDOcMw48A=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgbPpnbybiOPgd8sZ6ucBIqFDQqc2vV4f26hrf/zb/aS0,
"Robert Ash, Jr.",2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToOcNafpIPfzXwdDuSn8mcAI=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgcBMMVzaag9A5myBl5Yf7wcDF0aKH7oO/7dVCjFkMJe6,
"Robert Ash, Jr.",2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToOcNafpIPfzXwdDuSn8mcAI=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgTw2PGUdf0PGL2BBmbsdsMV33Wm51mCGAAK4CQHMKkDJ,
Sarah Selamawit Assefa,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToM41C7ZgkglKFtXNKWRmSvo=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgcMjQn9L1a8xFJ1QSLfvOtNe4PthU3J8pGzXTGoAOYnz,
Sarah Selamawit Assefa,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToM41C7ZgkglKFtXNKWRmSvo=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgY5TBBA1XZk4NAfgWamuR2TvOwg6Ex+lDq0I/uGVu0nz,
Ellen Attaliades,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToH9nbhFdO7lR5y2ZFMgKFQI=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgWCVxmDm+cm69E0RnTwMpdGShKryoxHqVwrNVjiGFWDq,
Ellen Attaliades,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToH9nbhFdO7lR5y2ZFMgKFQI=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgazvCIgm5EbrgxICTIw8gJAvYKV20qGe1WRJs/ya85C1,
Melissa Kraus Augenbraun,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToGh56xu8sS0wMjqRyARjrw8=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgbCZZwVi2gJsWTDGy9Lncfp/HfJPTOn8wAh1y41Qs0mo,
Melissa Kraus Augenbraun,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToGh56xu8sS0wMjqRyARjrw8=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgbKgrgXelnbhJdGHzwpBzBldeWp0ZKTIyhKASfxiqxZC,
John Augustine,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToB6HQ1VwPkhToH4pJzdV57k=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgeG7ujwsMr0juJHTRUOC/LJYC9Zipxl37/CqeZlZfZwn,
John Augustine,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToB6HQ1VwPkhToH4pJzdV57k=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgaOvwA0ZVX+VqeUhNzulhHes1F7sivgcuSbwyiy1+NMh,
Jessica Avery,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHMlP3E4cFXs+4GhWQqyOso=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgTiDiv0J1IF2QA2lPo/Qhap0TcO3JFMM0YDtmPlQYcZ1,
Jessica Avery,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHMlP3E4cFXs+4GhWQqyOso=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgQTdylX7S/vxSrF05IcU+iL3xl+SToMx5ovzvv3Lam2S,
Michael Avitzur,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToG1p8N+dGu7rF/IMh8XZalM=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgVTvTAox6YK1NomGHC0WXzASSpuL/D7a44buX6BQLMA8,
Michael Avitzur,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToG1p8N+dGu7rF/IMh8XZalM=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgYsNEfROmEkGnYjfv/99wl8JYWhlRa+ngLIg9yx6ZB57,
Steven Baddour,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBDVe49iQMg9INjK5+/DjjQ=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgd657H4cdXnrpg67QNIA8ulQgfoBxbWNJq2pJBN0y/TE,
Steven Baddour,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBDVe49iQMg9INjK5+/DjjQ=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZ/DPahXVB++JJbwJqoN2EhUEIw7VLeyfxqt/jxE1B3A,
Omaira Badillo,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToORQXGKX+F0KZV/Tu524F+g=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgTqggfbwXp0fIqlsWQAZqjjNsNER6O2kBpFGFWYFbRN8,
