Year,Date,Text,order_consent order,order_unilateral order,order_demand,order_demand notice,order_agreement,order_notice of noncompliance,order_boil water order,order_settlement agreement,order_amendment,order_penalty assessment notice,order_civil administrative penalty,order_labels,order_water supply,order_attorney general,order_water,order_hazardous waste,order_sewer,order_civil penalty,order_ supplemental environmental project,order_gasoline,order_asbestos,order_wetlands,order_stormwater,law_npdes,law_chapter 91,Fine,municipality
2004,12/17/04,"DEP executed a Consent Order with a $7,870 Penalty regarding Archer Rubber Company of Milford for Air Quality and Hazardous Waste Violations. DEP personnel observed the company generated hazardous waste in excess of Small Quantity Generator Regulations. The company also failed to accurately complete an Emission Statement, failed to operate in accordance with its Air permit and allowed excessive particulate emissions. The total Penalty reflects, in part, past compliance fees.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7870.0,['Milford']
2004,12/17/04,"DEP entered into a Consent Order with a $6,000 Penalty regarding SolmeteX of Northborough for conducting hazardous waste treatability without first obtaining DEP approval or registering as a small quantity generator. The company develops and manufactures systems that recover mercury and other heavy metals from wastewater. SolmeteX has since sought and obtained DEP approval to perform waste treatability studies.12/16/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,6000.0,['Northborough']
2004,12/16/04,"DEP entered into a Consent Order with an $11,000 Penalty regarding the Town of Barre for violating its Water Management Act, registration statement. The Town was exceeding its water withdrawal rate without first applying for a permit. Under the Consent Order, the town agreed to implement a number of water conservation measures designed to decrease average- and peak-day demand. The Town will prepare a service meter replacement program, conduct a leak detection survey, and evaluate the rate structure. The Town must meet the performance standards of 10% unaccounted for water and 65 residential gallons per capita day. If after fully complying with the terms of the Order, the Town still exceeds the authorized withdrawal, the Town will obtain revised water use projections and submit a WMA permit application. DEP agreed to suspend $8,000 of the Penalty provided the town meets the compliance deadlines.",True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11000.0,['Barre']
2004,12/16/04,"DEP issued a Demand for $4,000 in Stipulated Penalties to Clean Harbors Environmental Services of Braintree. The company, a licensed hazardous waste transporter, was issued the Demand for violations of a consent order the company signed with DEP last June. The violations include late and inaccurate monthly operating report submissions.12/16/04",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4000.0,[]
2004,12/15/04,"DEP entered into a Consent Order with Wellfleet Municipal Landfill, an inactive sanitary landfill located on Coles Neck Road in Wellfleet. The landfill ceased accepting waste in 1992, at which time it was covered and graded with clean soil. Today's Order ensures the landfill will be formally and adequately capped and closed by 8/1/05 and a closure certification report submitted for DEP approval by 10/1/0512/15/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,['Wellfleet']
2004,12/15/04,"DEP entered into a Consent Order with a $10,000 Penalty regarding Williamsburg Home Improvement to address the illegal removal of asbestos siding from a residential property in Northampton. DEP agreed to suspend $6,000 of the Penalty provided the company (Norman Zaleski, the principal agent) remains in compliance with asbestos regulations when performing construction/renovation work for 24 months.12/15/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10000.0,['Northampton']
2004,12/15/04,"DEP executed a Consent Order with a $1,000 Penalty regarding the Town of Millville for solid waste violations. The Town failed to control leachate runoff and failed to prevent the unauthorized disposal of waste materials at the inactive Millville Landfill. Additionally, the Town failed to implement an effective storm water pollution prevention plan related to the their salt storage facility at the same location. In addition to the Penalty, the Town will also host a Household Hazardous Waste Collection for residents. Millville has also agreed to properly cap and close the landfill and develop a storm water runoff plan for the salt storage facility.12/14/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1000.0,['Millville']
2004,12/13/04,DEP entered into a Consent Order with Yankee Atomic Electric Company in Rowe. The Department entered into the Order following the self-reporting of potential non-compliance with a Special Condition of the Final Order of Conditions for the site. The non-compliance disclosed involved the excavation of a shallow layer of soil during the installation of a crane pad beyond that permitted in the Final Order of Conditions for the decommissioning of this nuclear power plant. Electronic reporting for this project is required as part of the project and allowed the Department to respond promptly and ensure that the violation remained minor.12/13/04,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,['Rowe']
2004,12/13/04,"DEP agreed to a Consent Order with a $5,000 Penalty regarding Norampac of Leominster for Hazardous Waste violations. Norampac, a cardboard box manufacturer, also violated Toxics Use Reduction Regulations and will be responsible for associated fees in excess of $40,000. While conducting a compliance inspection in July of 2004, DEP personnel observed the Company had failed to completely report toxic chemical use for 2001, 2002 and 2003 and was storing Hazardous Waste Oil longer than allowed by its registration.12/13/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5000.0,['Leominster']
2004,12/13/04,"DEP entered into a Consent Order with a $10,000 Penalty involving Bovenzi, Inc. of Fitchburg for wetlands violations. During construction of a temporary road crossing on their subdivision in Fitchburg, damage was caused to an Outstanding Resource Water and intermittent stream that drains to Notown Reservoir. Bovenzi agreed to provide $7,500 of the Penalty to the Massachusetts Watershed Coalition as a Supplemental Environmental Project (SEP). The SEP will provide educational material to local residents and officials on water protection/water quality in the Notown Reservoir watershed. Bovenzi also agreed to restore the damaged wetland completely during the spring of 2005.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,10000.0,['Fitchburg']
2004,12/12/04,"DEP entered into a Consent Order with a $10,000 Penalty involving T.J.J. Development Corp. for wetlands violations at the company's Transfer Station in Northbridge. The company failed to comply with several of the conditions in an Order of Conditions for work within a resource area. In addition to the Penalty, the company has agreed to replicate wetlands, remove Solid Waste from wetlands buffer zones, and to construct storm-water improvements.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,10000.0,['Northbridge']
2004,12/10/04,"DEP entered into a Consent Order with a $1,250 Penalty involving John Sneade for wetlands violations in Holland. Sneade, a small builder, violated a superseding order of conditions including failure to record the permit at the registry of deeds, failure to provide prior notice of commencement of work, and commencement of the work without proper erosion and sedimentation controls. DEP agreed to suspend the Penalty provided all terms of the Order are met through completion of the projects.12/10/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1250.0,['Holland']
2004,12/10/04,DEP issued a Unilateral Administrative Order to Joseph & Lois Hubacz of North Brookfield for Wetlands violations. The Order addresses the filling of wetlands along the bank of a stream on their property at 42 Mad Brook in North Brookfield. The Order requires the owners immediately cease from further activity in this area.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,['North Brookfield']
2004,12/10/04,"DEP entered into a Consent Order with a $5,750 Penalty involving West Side Finishing Co. Inc. of Holyoke for Air Quality and Hazardous Waste violations. During an inspection of this metal-finishing facility by DEP on 3/13/04, it was noted the company had failed to operate a paint spray booth in accordance with its plan approval. West Side Finishing has agreed to correct the violations; DEP has agreed to suspend $2,875 of the Penalty provided all terms of the Order are met.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5750.0,['Holyoke']
2004,12/9/04,"DEP entered into a Consent Order with a $50,000 Penalty involving Thomas Gayoski, Jr. that will restore a Bordering Vegetated Wetland (BVW) in Rochester. The full restoration of BVW will require removing areas of fill and cranberry bog in production. DEP agreed to suspend $25,000 of the Penalty if the required work is completed. Initially, the Rochester Conservation Commission issued an Order of Conditions (OOC) to Mr. Gayoski on 4/18/1978 that allowed the construction of a 60 by 64 ft. pond in wetland. A second OOC dated 1/25/1982 allowed conversion of 29 acres of pine and swamp maple to cranberry bogs. However, in 1988, the Rochester Conservation Commission issued Certificates of Compliance for these projects stating the work was now complete and closed out the permits. Recently, a computer program identified areas of Gayoski's property showing that a total of 4.9 acres of BVW were converted to cranberry bogs between 1996 and 2001. Information also showed work continued after the orders were issued and without valid permits.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50000.0,['Rochester']
2004,12/9/04,"DEP issued a $16,962 Penalty Assessment Notice (PAN) to Robert Littler for Asbestos violations. DEP discovered the violations at a building owned by the F.L. & J.C. Codman Company in Rockland. Littler (an independent contractor) was hired by the Codman Company to repair and replace windows at the facility. DEP observed a number of open cardboard drums filled with broken transite asbestos shingles and also observed broken shingles scattered on the ground behind the building. Littler failed to properly notify and failed to use proper work practices intended to ensure safe removal, handling and disposal of asbestos containing materials.",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16962.0,['Rockland']
2004,12/9/04,DEP issued a Unilateral Administrative Order to Worcester Paradise Point Realty Trust in Worcester for Wetlands violations. The Trust failed to control erosion resulting in the discharge of silt and sedimentation to Poor Farm Brook in Worcester. This action is the product of joint inspections by the Strike Force and DEP staff during rainstorm events. The Order requires the applicant to immediately stabilize the site and to submit a report to DEP within 30 days that evaluates Wetlands impacts.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,['Worcester']
2004,12/9/04,"DEP entered into a Consent Order with a $4,315 Penalty involving Cable Mills LLC of Williamstown. Cable Mills, a real estate development corporation in Cambridge, failed to notify DEP of a release of fuel oil from an underground storage tank at the Williamstown site within 120 days of acquiring knowledge of the release. Cable Mills acquired the site on 10/22/03 from BICC General Cable Corp. with knowledge that a reporting condition existed but DEP wasn't notified until 6/4/04 about the release condition. DEP agreed to suspend $2,157 of the Penalty provided Cable Mills complies with all terms of the Order. 12/7/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4315.0,"['Cambridge', 'Williamstown']"
2004,12/07/04,"DEP entered into a Consent Order with a $5,000 Penalty involving Marceline Salvage Company of Harwich for Solid Waste violations. The company is a town-licensed auto salvage/junk yard consisting of approximately fourteen acres covered with junk vehicles, hundreds of flattened vehicles in twenty-foot raised piles along with miscellaneous piles of vehicle parts. DEP personnel conducted site inspections on 9/18/02 and 4/7/04 and identified the Solid Waste violations. Today's Order establishes an aggressive schedule to correct all violations and remove the solid waste (primarily vehicle parts coated with grease & oil) that had been maintained in piles for many years without being reclaimed or recycled in a timely manner. Stacks of flattened vehicles were also maintained on site for over four years without being shipped for salvage. In addition, mounds of tires and thousands of vehicle batteries were at the site. Part of the Penalty ($3,000) will go towards a Supplemental Environmental Project (SEP) that will develop and implement an Auto Recycling and Junkyard Best Management Plan (BMP). The site occupies a location nearby Route 6 on the Cape and near cranberry bogs and Hinckley's Pond in Harwich.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5000.0,['Harwich']
2004,12/04/04,"DEP entered into a Consent Order with the Estate of David Bailey of Rockland for Solid Waste violations. The Estate agreed to remove buried solid waste that was used to back fill a gravel borrow pit in the early 1970's, and remove approximately 6,000 cubic yards of Auto Shred Residuals (ASR, ""auto fluff) and backfill with clean gravel. The property is located in a commercial area that abuts residential properties.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,['Rockland']
2004,12/2/04,"DEP entered into a Consent Order with a $5,750 Penalty regarding Westford School Department for Groundwater Discharge violations. The violations occurred at the Westford Academy complex, which serves the High School, an elementary school and a middle school. Under the terms of consent order the Town must hire an independent wastewater treatment specialist to evaluate the current operations at its facility, and to prepare a schedule of recommended actions steps to correct the permit violations. DEP agreed to suspend $4,750 of the Penalty provided all terms of the Order are met.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5750.0,[]
2004,11/30/04,"DEP entered into a Consent Order with a $19,000 Penalty involving the Mass/Development/Devens Commerce Center in Devens. Mass/Development was cited for violations of its groundwater discharge permit. Under the settlement Mass/Development agreed to make operational and structural improvements at its wastewater treatment facility, and to pay a penalty of $19,000, of which $10,000 is due within thirty days. The Department agreed to suspend the remaining $9,000 if Mass/Development complies with the Order and does not violate its permit for a period of one year.11/30/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19000.0,[]
2004,11/29/04,"DEP entered into a Consent Order with a $5,750 Penalty involving the City of Worcester. The Order establishes that the city will address water quality issues regarding a stone-lined channel located on the eastern side of the Greenwood Street landfill that drains into the Blackstone River. Under the Order, the city and DEP identified the issues necessary for a corrective action design for the landfill, including capping of pipes and dredging of sediments that have accumulated in the channel. DEP agreed to suspend the Penalty, pending completion of the work.11/24/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5750.0,['Worcester']
2004,11/24/04,"DEP executed a Consent Order with a $56,250 Penalty involving Ayer Moving and Storage Co. of Ayer for asbestos violations. During an inspection of 4/27/04, DEP personnel observed a demolition/renovation operation involving the removal of asbestos containing materials for which the Department had not been notified. In addition the company had failed to properly wet, seal, label and dispose of asbestos waste materials. Through application of the Department's Policy on Compliance Incentives for Small Business, $48,750 is suspended provided the company does not violate any provision of the Order within one year. The remaining $7,500 penalty will be paid in installments.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,56250.0,['Ayer']
2004,11/24/04,"DEP executed a Consent Order with a $13,000 Penalty involving Connecticut Valley Sanitary Waste Disposal, Inc. of Chicopee. The company (a subsidiary of Waste Management, Inc. of Massachusetts) was cited for the following Solid Waste violations",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13000.0,['Chicopee']
2004,11/24/04,"DEP entered into a Consent Order with a $11,740 settlement involving Michael J's Service Center, Inc. of Holyoke to address air quality and hazardous waste violations. A March 1, 2004 DEP inspection of the Company's Lincoln Street facility revealed noncompliance with Stage II Vapor Recovery System and Hazardous Waste requirements. Following the inspection, DEP issued a Notice of Noncompliance for those violations. A follow-up inspection on 6/10/04 revealed similar and new violations at the facility. The settlement agreement requires the Company to correct the violations and pay a penalty of $4,000. An additional $7,470 was suspended pending compliance with the settlement agreement.11/24/04",True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11740.0,['Holyoke']
2004,11/23/04,"DEP entered into a Consent Order with a $20,000 Penalty involving the Department of Conservation and Recreation (DCR), Quarry Hills Associates, Inc. (QHA) and the Riccuitti Drive Landfill in Quincy. QHA and DCR agreed to complete the remaining assessment and closure of the landfill as final resolution of a previously issued Unilateral Penalty Assessment Notice by DEP on 6/18/03.",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20000.0,['Quincy']
2004,11/23/04,"DEP entered into a Consent Order with a $28,000 Penalty involving Sherborn Realty Trust & Day Spa Inc. of Sherborn for violations of water supply and water pollution control (septic system) regulations. The Realty Trust owns the land at 24 North Main Street where the Spa operates. The parties have agreed to install disinfection/treatment of its water supply while it seeks to find a new water source. In addition, the parties will submit a plan to bring the septic system into compliance. DEP agreed to suspend $18,000 of the Penalty if all terms of the Order are met.",True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,28000.0,['Sherborn']
2004,11/22/04,"DEP entered into a Consent Order with Prattville Machine & Tool Co. of Peabody for failure to register as a small quantity generator of hazardous waste, and failing to pay annual compliance fees of $1,050 for fiscal years 2004 and 2005. Under terms of the Order, the company agreed to pay its back compliance fees of $525 for both years and comply with hazardous waste regulations.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1050.0,['Peabody']
2004,11/18/04,"DEP executed a Consent Order with a $42,281 Penalty regarding 85 Maple Street Realty Trust of Marlborough for asbestos violations. During an inspection on 4/7/04, DEP personnel observed, a demolition/renovation operation that involved the removal of asbestos containing materials for which the Department had not been notified. In addition, the Trust failed to properly wet, seal, label and store asbestos waste materials. DEP agreed to suspend $42,281 of the Penalty based on financial hardship conditions, and provided the Trust does not violate any regulations cited in the Order for one year.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,42281.0,['Marlborough']
2004,11/18/04,"DEP entered into a Consent Order to Unisorb, Inc. of Millbury. The Order establishes deadlines for assessment and remediation of the former Felters Company facility in Millbury. Unisorb, Inc. had received a conditional permit extension from the Department that required completion of the work by January 2005. The Company requested additional time to complete the work because of new information regarding impacts to sediment in the Blackstone River. Unisorb, Inc. now agrees to pay stipulated penalties if deadlines established in this Order are not met.11/17/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,['Millbury']
2004,11/16/04,"DEP entered into a Consent Order with $10,000 Penalty regarding Aerovox of New Bedford. The company, a division of Parallax Power Components, was cited for Hazardous Waste and Air Quality violations. During a multimedia inspection, DEP determined Aerovox was acting out of status as a Large Quantity Generator and exceeding emission limits in its Air Quality permit, for Volatile Organic Compounds and Hazardous Air Pollutants (HAP). In addition to returning to compliance, the company agreed to implement pollution prevention that will reduce the amount of HAPs used by 14 tons per year and to further reduce HAPs by an additional 7 tons per year by Sept. '05. DEP agreed to suspend, $2,500 of the Penalty provided all terms of the Order are met.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10000.0,['New Bedford']
2004,11/16/04,"DEP executed a Consent Order with a $500 Penalty regarding the East Bridgewater Water Department for repeated noncompliance with the Consumer Confidence Report (CCR) requirements. Since 1999, water suppliers that serve the same people year-round must prepare CCRs or annual water quality reports, for their customers. The reports tell where drinking water comes from, what's in it, and how to help protect it.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,500.0,[]
2004,11/15/04,DEP entered into a Consent Order with the Wilbraham Department of Public Works that provides for the permitting and construction of a permanent corrosion control facility. Wilbraham had tested a temporary facility and will now prepare space for the permanent facility.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,['Wilbraham']
2004,11/15/04,"DEP entered into a Consent Order involving the I & C Corporation of 201 Elm Street in Somerville. The Order establishes a schedule for cleanup of a contaminated site, a service station. Although first listed as a site in1985, and tier classified in 1999, no additional response actions were conducted. DEP issued a NON on 7/26/04, and the corporation responded with a proposed schedule for completing the site assessment and cleanup. The Order requires response actions to be completed, and a Response Action Outcome Statement to be submitted, by 7/14/06.11/15/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,['Somerville']
2004,11/12/04,"DEP entered into a Consent Order with a $5,750 Penalty involving Art's Texaco of 5 West Main Street in Dudley for failing to conduct an Immediate Response Action in accordance with DEP approval. Principal owner, Arthur Cournoyer IV, has agreed to implement a comprehensive cleanup plan to aggressively remediate the site. DEP agreed to suspend $4,600 of the Penalty if cleanup deadlines are met.11/9/04",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5750.0,['Dudley']
2004,11/9/04,"The DEP Commissioner issued a Final Decision that dismisses the appeal of a $12,000 Civil Administrative Penalty concerning Brown Auto Repair, 22 Depot Court in Cohasset. DEP issued the $12,000 Stipulated Penalty Demand relative to the failure to clean up the subject site, a gasoline-contaminated auto repair facility, which is located within the Zone II of a public water supply. DEP's Demand was issued on 4/5/04, after the site owner failed to comply with a site assessment deadline established earlier under a Consent Order. The site owner is currently conducting the required actions, and must now either pay the Penalty or appeal the commissioner's decision to Superior Court.",True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,12000.0,['Cohasset']
2004,11/8/04,"DEP sent a $7,500 Penalty Assessment Notice to A-Plus Asbestos Contractors Inc. for asbestos violations at Lunenburg High School. The company, which is based in Pawtucket, RI, is a licensed asbestos abatement contractor and filed a notification regarding the work, but continued the project after expiration of the notice.",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7500.0,[]
2004,11/5/04,"DEP executed a Consent Order with a $36,627 Penalty regarding Mark Merrill d/b/a M & R Roofing Co. of Marlborough for asbestos violations. DEP inspected a roof-shingle replacement project on 6/14/04 at a residence in Marlborough noted the failure to notify the Department of the removal of asbestos containing materials; the failure to carefully lower the asbestos shingles to the ground; and, the failure to properly wet, seal, label and store asbestos waste materials. Through the application of DEP's Small Business Policy, $32,127 is suspended provided the company does not violate any provision of the Order within one year.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,36627.0,['Marlborough']
2004,11/5/04,The Department DEP entered into a Consent Order with a $500 Penalty involving the Grate Barrington Fire District concerning the Consumer Confidence Report for the year 2003. The DEP review noted that required actions were not taken even though they were identified in a previous review and cited in a NON. DEP agreed to suspend $250 of the Penalty provided the terms of the Order are met.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,500.0,[]
2004,11/4/04,"DEP entered into an Amended Consent Order to the Town of Bourne regarding the Bourne Municipal Landfill. The agreement extends the deadline for the Phase 1D reclamation from 10/31/04 until 10/31/05. Phase 1D is approximately 5 acres of unlined landfill which contains approximately 170,000 cubic yards of waste. The waste is being excavated so that a lined cell can be constructed in its place. The excavated waste is then screened; large material is landfilled at the site, and the remaining material used for operations (i.e. daily cover, grading/shaping, and vegetative support).11/4/04",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,['Bourne']
