source_url,gcs_url,municipality,permit_number,report_year,permit_year,report_period_start,report_period_end,source_page_refs,mcm1_activities_count,mcm1_notes,mcm2_activities_count,mcm3_outfalls_total,mcm3_outfalls_screened,mcm3_outfalls_not_accessed,mcm3_illicit_found,mcm3_illicit_eliminated,mcm3_count_type,mcm3_sampling_conducted,mcm4_sites_inspected,mcm4_violations_found,mcm5_sites_inspected,mcm5_bmps_inspected,mcm6_facilities_inspected,mcm6_notes,system_mapping_pct_complete,tmdl_municipality_specific,tmdl_waterbodies_json,compliance_issues,extraction_confidence,extraction_notes,pdf_pages,estimated_cost_usd
https://www.epa.gov/system/files/documents/2026-04/adams-ma-ar20.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/adams-ma-ar20.pdf,Town of Adams,MAR041246,2020.0,2.0,2019-07-01,2020-06-30,"{""mcm4_construction"": [8], ""tmdl"": [3], ""mcm6_pollution_prevention"": [9, 10, 11, 12], ""mcm3_idde"": [6, 7, 8], ""mcm1"": [4, 5], ""mcm5_post_construction"": [8, 9], ""mcm2"": [5]}",2.0,Two educational messages: 'Protecting Water Resources: Stormwater Impacts in Adams' and 'You & Your Dog: Impact on Surface Water Quality'.,3.0,192.0,0.0,,0.0,0.0,cumulative_since_permit_start,,0.0,0.0,0.0,0.0,100.0,Number of catch basins inspected.,100.0,False,[],"Public education plan and employee stormwater training were curtailed due to COVID-19 impacts, including staff furloughs and quarantine.",high,"For MCM6, facilities_inspected refers to catch basins inspected. COVID-19 impacts mentioned as compliance issues.",15.0,0.00498
https://www.epa.gov/system/files/documents/2026-04/adams_ma_ar21.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/adams_ma_ar21.pdf,Town of Adams,MAR041246,2021.0,3.0,2020-07-01,2021-06-30,"{""mcm1"": [4, 6], ""tmdl"": [2, 3, 5], ""mcm4_construction"": [9], ""mcm2"": [6, 7], ""mcm3_idde"": [2, 7, 8, 9], ""mcm6_pollution_prevention"": [3, 11], ""mcm5_post_construction"": [10]}",1.0,"The Town did not complete its annual stormwater public education and outreach mailing. Public education messages related to dog waste, pollution prevention, and protecting water resources are listed on its website.",0.0,192.0,0.0,,0.0,0.0,current_period,False,0.0,0.0,0.0,0.0,53.0,Refers to catch basins inspected.,,False,[],"Due to staff turnover, COVID-19 pandemic, and unusual precipitation, the town did not complete its annual stormwater public education and outreach mailing, outfall screening for dry weather water quality testing, adoption of a stormwater bylaw, or development of O&M programs as planned for the reporting period.",medium,Outfall screening numbers were ambiguous between 'current period' and 'to date'. Selected 'current period' for outfalls_screened. No specific waterbody identified for Bacteria/Pathogens TMDL. No specific numbers for MCM2 public participation activities.,15.0,0.00498
https://www.epa.gov/system/files/documents/2026-04/adams_ma_ar22.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/adams_ma_ar22.pdf,Town of Adams,MAR041246,,,,,{},3.0,,,,0.0,,0.0,0.0,current_period,,0.0,0.0,,,63.0,Count refers to catch basins.,,,[],The Covid-19 pandemic greatly limited staff capacity to implement the requirements of the Town's MS4 permit. The adoption of a formal stormwater bylaw did not occur as a result of the pandemic. The Town is seeking adoption of the stormwater bylaw in the Fall of 2022. The Town also did not distribute any public messaging related to stormwater education this year.,medium,"MCM1 Public Education: Conflicting information. Num_Edu_Messages_Yr1 reports 3, but the 'Covid_Impacts' section states 'The Town also did not distribute any public messaging related to stormwater education this year.' The numeric value (3) was used for activities_count. MCM2 Public Participation: Activities count not found. MCM3 IDDE: Num_Outfalls_Screened is 0, but Percent_Outfalls_Screened is 100%, which is contradictory. outfalls_total, outfalls_not_accessed, and sampling_conducted are not found. count_type for illicit discharges inferred as 'current_period' based on separate fields for 'Num' and 'Total Num', though both are 0 in this report. MCM5 Post-Construction: BMPs and sites inspected counts not found. TMDL information (municipality-specific flag, waterbodies) not found. Report period start, end dates, report year, and permit year not found. Overall stormwater system mapping completion percentage not found; only individual mapped elements are indicated (e.g., outfalls, conveyances). MCM6 Pollution Prevention: facilities_inspected refers to catch basins.",,0.00108
https://www.epa.gov/system/files/documents/2026-04/adams_ma_ar25.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/adams_ma_ar25.pdf,Town of Adams,MAR041246,,,,,{},3.0,,,,0.0,,0.0,0.0,current_period,,0.0,0.0,,,31.0,Refers to catch basins inspected,90.0,,[],,medium,"MCM2 Public Participation and MCM5 Post-Construction BMP inspections data are missing. Report period start/end and report year are not explicitly stated. Illicit discharge counts are for the current period, with cumulative totals also reported as 0. Outfall data indicates 0 outfalls screened this period. MCM4 reports 0 construction site inspections and 0 enforcement actions. MCM6 facilities_inspected refers to catch basins.",,0.00108
https://www.epa.gov/system/files/documents/2026-04/agawam-ma-ar20.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/agawam-ma-ar20.pdf,Agawam,MAR041001,2020.0,2.0,2019-07-01,2020-06-30,"{""mcm1"": [3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""mcm4_construction"": [19], ""mcm2"": [16], ""tmdl"": [2, 6], ""mcm6_pollution_prevention"": [21, 22], ""mcm5_post_construction"": [20], ""mcm3_idde"": [16, 17, 18, 19]}",15.0,,220.0,,17.0,,90.0,88.0,cumulative_since_permit_start,True,220.0,0.0,0.0,0.0,212.0,"212 catch basins inspected. Additionally, 1 site inspection was completed for facilities requiring a SWPPP.",,True,"[{""waterbody"": ""Miller Brook"", ""pollutant"": ""E. coli bacteria""}, {""waterbody"": ""White Brook"", ""pollutant"": ""E. coli bacteria""}]",Revision to a stormwater ordinance could not be proposed or ratified due to COVID-19 related office closures and cancelled meetings. Several BMP implementations and employee trainings were delayed or limited due to COVID-19 impacts.,medium,"MCM2: No explicit count of public participation events/meetings provided, only participant numbers for some activities (220 participants for HHW Day). MCM5: No specific counts for sites or BMPs inspected were found. System mapping percentage completion is not explicitly stated. MCM3 sampling conducted is implied but not explicitly confirmed for this period.",25.0,0.00798
https://www.epa.gov/system/files/documents/2026-04/agawam_ma_ar21.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/agawam_ma_ar21.pdf,Town of Agawam,MAR041001,2021.0,3.0,2020-07-01,2021-06-30,"{""mcm2"": [16], ""mcm1"": [7, 8, 9, 10, 11, 12, 13, 14, 15], ""mcm5_post_construction"": [20], ""mcm4_construction"": [19], ""mcm6_pollution_prevention"": [21], ""tmdl"": [2, 6, 22], ""mcm3_idde"": [16, 17, 18]}",23.0,,3.0,,338.0,,1.0,0.0,current_period,,1748.0,8.0,,59.0,262.0,Count refers to catch basins inspected.,,True,"[{""source_page"": 6, ""pollutant"": ""E. coli bacteria"", ""waterbody"": ""Miller Brook""}, {""source_page"": 6, ""pollutant"": ""E. coli bacteria"", ""waterbody"": ""White Brook""}, {""source_page"": 22, ""pollutant"": ""Nitrogen"", ""waterbody"": ""Long Island Sound watershed""}]",,high,The 'facilities_inspected' count in MCM6 refers to catch basins inspected.,25.0,0.00798
https://www.epa.gov/system/files/documents/2026-04/agawam_ma_ar22.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/agawam_ma_ar22.pdf,Agawam,MAR041001,,4.0,2021-07-01,2022-06-30,"{""mcm6_pollution_prevention"": [20, 21], ""mcm4_construction"": [19], ""mcm5_post_construction"": [19, 20], ""mcm2"": [15], ""mcm1"": [7, 8, 9, 10, 11, 12, 13, 14], ""mcm3_idde"": [16, 17, 18], ""tmdl"": [2]}",22.0,"The report details various educational messages distributed via Facebook, newspaper, and direct mailings, covering topics like stormwater pollution, erosion and sediment control, pet waste, leaf litter, grass clippings, soil testing, septic systems, pool water draining, wetland protection laws, and animal waste management. Targeted audiences include residents, businesses, institutions, commercial facilities, industrial facilities, home owners, and developers. Specific measurable goals are provided for each message, often in terms of social media views, number of mailings/distributions, or items sold.",185.0,,0.0,,59.0,58.0,cumulative_since_permit_start,False,1772.0,4.0,0.0,0.0,236.0,Count refers to catch basins.,100.0,False,[],"The report describes four illicit discharges or pollution incidents: a diesel fuel release, sediment runoff from a construction site, an anhydrous ammonia release, and restaurant wash water discharge into a catch basin. The Town took corrective actions for each.",high,"The total number of outfalls in the system for MCM3 is not explicitly stated, although 100% screening is reported from a prior period. For MCM5, specific numbers for BMPs and sites inspected are not explicitly provided.",24.0,0.00768
https://www.epa.gov/system/files/documents/2026-04/agawam_ma_ar23.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/agawam_ma_ar23.pdf,Town of Agawam,MAR041001,2023.0,5.0,2022-07-01,2023-06-30,"{""mcm1"": [7, 8, 9, 10, 11, 12, 13, 14], ""tmdl"": [2, 4], ""mcm4_construction"": [18], ""mcm5_post_construction"": [18, 19, 20], ""mcm2"": [14], ""mcm3_idde"": [15, 16, 17], ""mcm6_pollution_prevention"": [20, 21]}",14.0,,3.0,,0.0,,7.0,5.0,current_period,False,1695.0,3.0,,,284.0,"Refers to catch basins inspected. Additionally, 2 SWPPP site inspections were completed (Page 21).",,True,[],,high,"MCM2: Counted HHW Day and Spring/Fall Community Clean-ups as 3 distinct participation events/opportunities. MCM3: ""Outfalls screened"" refers to outfalls screened this period. Percent of outfalls screened to date is 100%. Illicit discharge counts are for the current period; cumulative counts are also present in the document. No specific water quality sampling results for outfalls were provided or stated as conducted. MCM4: ""Sites inspected"" refers to ""Number of inspections completed"" which includes Building Permits, Planning and Conservation Site Inspections, and Engineering Site Inspections, not necessarily unique sites. ""Violations found"" refers to ""enforcement actions taken"". MCM5: No specific inspection counts for post-construction BMPs or sites were found. MCM6: ""Facilities inspected"" refers to catch basins. Additionally, 2 SWPPP site inspections were completed. TMDL: General impairments and TMDL pollutants are checked, but specific waterbodies with allocation/reduction targets were not found in the format required by tmdl_waterbodies. Nitrogen reduction of 338 lbs/year is reported but not tied to a specific waterbody TMDL. Page 17 describes instances of illicit discharges and enforcement actions taken against external parties (e.g., construction site, trucking service) but does not mention direct compliance issues or NOVs issued to the municipality itself.",24.0,0.00768
https://www.epa.gov/system/files/documents/2026-04/agawam_ma_ar24.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/agawam_ma_ar24.pdf,Town of Agawam,MAR041001,,,,,{},10.0,,,,0.0,,10.0,3.0,current_period,,1685.0,7.0,,,331.0,Refers to catch basins inspected.,70.0,,[],,medium,"Missing report period start, end, and year. MCM2 Public Participation activities count not found. MCM3 Outfall screening notes a count of 0 outfalls screened but states 100% of outfalls screened; using reported count of 0. MCM3 Illicit Discharge counts are for the current period (10 found, 3 eliminated); cumulative counts reported are 76 found and 66 eliminated. MCM5 Post-Construction inspection counts not found. MCM6 facilities_inspected refers to catch basins. No specific TMDL waterbody details found.",,0.00108
https://www.epa.gov/system/files/documents/2026-04/agawam_ma_ar25.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/agawam_ma_ar25.pdf,Town of Agawam,MAR041001,,,,,{},0.0,,,0.0,0.0,,2.0,2.0,current_period,False,1927.0,5.0,,,218.0,Refers to catch basins inspected.,90.0,,[],,medium,"MCM2 Public Participation: No specific activities count found. MCM3 IDDE: Only current period illicit discharge counts (2 found, 2 eliminated) are extracted; cumulative counts (78 found, 68 eliminated) are available but not mapped to schema. MCM3 IDDE: `Num_Outfalls_Screened` is 0 but `Percent_Outfalls_Screened` is 100%, assuming 0 outfalls screened. MCM5 Post-Construction: No specific post-construction BMP sites or individual BMP structures inspected counts found. TMDL: Impairment indicators (e.g., Nitrogen, Phosphorus, Bacteria) are present, but no structured TMDL waterbody data (pollutant, reduction, allocation) found in the required schema format. Report period dates and report year are missing. Compliance issues not explicitly stated.",,0.00108
https://www.epa.gov/system/files/documents/2026-04/amesbury-ma-ar19.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amesbury-ma-ar19.pdf,City of Amesbury,MAR041177,2019.0,1.0,2018-05-01,2019-06-30,"{""mcm1"": [5, 6, 7], ""mcm4_construction"": [11], ""mcm6_pollution_prevention"": [12, 13, 14], ""tmdl"": [2], ""mcm5_post_construction"": [11], ""mcm2"": [8], ""mcm3_idde"": [9, 10]}",6.0,,0.0,,0.0,,4.0,3.0,cumulative_since_permit_start,False,0.0,0.0,0.0,0.0,1779.0,Count refers to catch basins inspected and cleaned.,,False,[],,medium,"MCM2 public participation count is not a direct numerical value, but a description of opportunities. On page 10, the report states the city is 'not aware of any illicit discharges within the MS4 as of this writing,' which contradicts the reported 4 SSOs found and 3 eliminated on page 9. SSOs are a type of illicit discharge, so there is an inconsistency. MCM3 outfalls screened count is 0, and total outfalls is not explicitly stated. MCM4 inspections and enforcement actions were 0. MCM5 post-construction section describes program status but provides no numerical counts for inspections. SWPPP facility inspections (page 14) are reported as 0. TMDL information on page 2 is a general list of applicable TMDLs, not municipality-specific data on reductions or allocations. IDDE program and ordinance development is ongoing as of the report period end.",17.0,0.00558
https://www.epa.gov/system/files/documents/2026-04/amesbury-ma-ar20.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amesbury-ma-ar20.pdf,Amesbury,MAR04117,2020.0,2.0,2019-07-01,2020-06-30,"{""tmdl"": [2, 3, 4], ""mcm3_idde"": [10, 11, 14], ""mcm1"": [6, 7, 8], ""mcm5_post_construction"": [12, 13], ""mcm2"": [9], ""mcm4_construction"": [12], ""mcm6_pollution_prevention"": [13, 14]}",6.0,"Educational messages cover trash and recycling, snow removal, erosion and sedimentation control, spill prevention, household hazardous waste, and general stormwater management and BMPs.",0.0,0.0,0.0,,5.0,4.0,cumulative_since_permit_start,False,0.0,0.0,0.0,0.0,0.0,Refers to catch basins inspected.,,False,[],"Widespread delays in completing permit requirements due to COVID-19 impacts on various tasks, including mapping, screening, and outfall prioritization.",high,"The report indicates widespread delays in completing MS4 permit requirements due to COVID-19 impacts, specifically impacting mapping, screening, priority ranking of outfalls, and other tasks across various MCMs. Total outfalls in the MS4 system is not explicitly stated; the number '0' on page 14 refers to total catch basins, not outfalls, and is likely an omission/error if Phase I mapping of outfalls is complete as indicated on page 10.",17.0,0.00558
https://www.epa.gov/system/files/documents/2026-04/amesbury_ma_ar21.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amesbury_ma_ar21.pdf,Amesbury,MAR041177,2021.0,3.0,2020-07-01,2021-06-30,"{""mcm6_pollution_prevention"": [13, 14], ""tmdl"": [2], ""mcm5_post_construction"": [12, 13], ""mcm4_construction"": [12], ""mcm1"": [6, 7, 8], ""mcm3_idde"": [10, 11], ""mcm2"": [9]}",6.0,,0.0,16.0,16.0,,0.0,0.0,current_period,False,45.0,0.0,4.0,,1779.0,Count refers to catch basins.,0.0,False,[],"The DPW proposed revisions to the Amesbury Subdivision Rules and Regulations to incorporate the permit requirements for post-construction stormwater management in February 2020 but the Planning Board has not formally adopted the revisions to date. Several Year 3 and Annual Requirements were not completed due to COVID-19 impacts on DPW staff and stormwater consultant, including updating outfall/interconnection priority ranking, updating the system map, and various SWPPP/O&M related tasks for permittee-owned facilities.",high,"MCM2: No explicit count of public participation activities was found. MCM3: `sampling_conducted` is ambiguous as the report does not explicitly state if water quality sampling was conducted, only that outfalls were screened and no illicit discharges were found. `outfalls_total` was inferred from the '100% screened' value. MCM5: `sites_inspected` is based on the number of as-built drawings received, as no other direct count of post-construction sites inspected was provided. MCM6: `facilities_inspected` refers to catch basins inspected, as clarified in the `notes`. System Mapping: `system_mapping_pct_complete` is null because the report indicates the system map was not updated (Year 2 requirement missed) and a consultant is being retained for mapping, despite 100% of outfalls being screened.",17.0,0.00558
https://www.epa.gov/system/files/documents/2026-04/amesbury_ma_ar22.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amesbury_ma_ar22.pdf,City of Amesbury,MAR041177,2022.0,4.0,2021-07-01,2022-06-30,"{""tmdl"": [2], ""mcm1"": [8, 9, 10, 11, 12], ""mcm5_post_construction"": [5, 16, 17], ""mcm3_idde"": [13, 14, 15], ""mcm4_construction"": [16], ""mcm2"": [13], ""mcm6_pollution_prevention"": [17, 18]}",9.0,"The report details 9 educational messages/activities covering various topics such as stormwater awareness for 5th graders, a 'Fowl Water' video campaign, a workshop on natural resource stewardship, storm drain print materials, a public lecture on coastal communities water, a Greenscapes Guide magazine, an in-person exhibit, and miscellaneous social media and tabling events.",0.0,216.0,15.0,,0.0,0.0,current_period,True,56.0,0.0,,31.0,3.0,Refers to municipal facilities requiring a SWPPP; catch basin inspections were 0.,,False,[],The City's SWPPP document will be updated in Year 5 to address remaining permit requirements for a satellite storage facility. Post-construction stormwater requirements in the City's regulations are not fully addressed and will be worked on in Year 5.,high,"MCM2 activities_count is null as specific number of participation events was not provided, only descriptions of involvement. MCM3 outfalls_not_accessed is null as a specific count for the reporting period was not given for this period. MCM5 sites_inspected is null; 31 individual BMP structures were inspected, but not the number of sites. No specific TMDL waterbodies or associated data were checked as applicable to the municipality.",21.0,0.00678
https://www.epa.gov/system/files/documents/2026-04/amesbury_ma_ar23.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amesbury_ma_ar23.pdf,City of Amesbury,MAR041177,,,,,{},14.0,,,,0.0,,0.0,0.0,,,115.0,2.0,,,0.0,Number refers to catch basins inspected.,,False,"[{""pollutant"": ""Total Phosphorus"", ""waterbody"": ""Charles River""}, {""pollutant"": ""Total Phosphorus"", ""waterbody"": ""Lake""}]","SWPPPs for Permittee Garages not implemented; Post-construction requirements are not fully addressed: The City's current stormwater regulations partially meet permit requirements, addressing the majority of construction-related requirements. However, post-construction requirements are not fully addressed. The City has retained a consultant to assist with this work during Year 6.",medium,"MCM2 (Public Participation) data is missing. MCM3 (IDDE): `Num_Outfalls_Screened` is 0, but `Percent_Outfalls_Screened` is reported as 83%. This discrepancy makes `outfalls_total` ambiguous and is not included. `outfalls_total` and `sampling_conducted` not found. MCM5 (Post-Construction) sites inspected and BMPs inspected not found. Only 'Num_as_built_drawings' was present, which is not directly applicable. MCM6 (Pollution Prevention) `facilities_inspected` refers to catch basins. System mapping percentage complete not explicitly provided. TMDL for Charles River (Total Phosphorus) identified, but no specific reduction achieved or allocation values were provided. TMDL for Lake (Total Phosphorus) identified, but no specific reduction achieved or allocation values were provided.",,0.00108
https://www.epa.gov/system/files/documents/2026-04/amesbury_ma_ar24.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amesbury_ma_ar24.pdf,City of Amesbury,MAR041177,,,,,{},13.0,,,,0.0,,0.0,0.0,current_period,,168.0,2.0,,,0.0,"Num_CBs_Inspected is 0, but Num_CBs_Cleaned is 1838.0 and Total_Num_CBs is 1849.0. It is unclear if 'facilities_inspected' should include cleaned catch basins.",0.0,,[],"The City's current stormwater regulations partially meet permit requirements, addressing the majority of construction-related requirements. However, post-construction requirements are not fully addressed. The City is currently finalizing the remaining regulatory updates, anticipated to be completed by December 30, 2024.",medium,"MCM2 Public Participation: No specific public participation activities count found.; MCM3 IDDE: `Num_Outfalls_Screened` is 0, but `Percent_Outfalls_Screened` is reported as 83%, which is contradictory.; MCM5 Post-Construction: No explicit count for `sites_inspected` or `bmps_inspected`.; MCM6 Pollution Prevention: Num_CBs_Inspected is 0, but Num_CBs_Cleaned is 1838.0 and Total_Num_CBs is 1849.0. It is unclear if 'facilities_inspected' should include cleaned catch basins.; System Mapping: `Percent_Ph2_Map` is 0, but `Map_Ph1` is 1 (indicating completion of Phase 1 mapping). Using `Percent_Ph2_Map` for `system_mapping_pct_complete`.; Report period start/end and report year are not present.; TMDL information is not present in the expected waterbody/pollutant/reduction format.",,0.00108
https://www.epa.gov/system/files/documents/2026-04/amherst-ma-ar19.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amherst-ma-ar19.pdf,Town of Amherst,MAR041247,2019.0,,2018-05-01,2019-06-30,"{""mcm1"": [4], ""mcm4_construction"": [7], ""mcm5_post_construction"": [7, 8], ""tmdl"": [3], ""mcm6_pollution_prevention"": [8, 9, 10], ""mcm3_idde"": [5, 6, 7], ""mcm2"": [4, 5]}",0.0,,1.0,,0.0,,0.0,0.0,current_period,,150.0,0.0,,,160.0,Refers to catch basins inspected.,,,[],,high,MCM4 sites_inspected value is the upper end of a reported range. MCM4 violations_found refers to enforcement actions taken.,14.0,0.00468
https://www.epa.gov/system/files/documents/2026-04/amherst-ma-ar20.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amherst-ma-ar20.pdf,Town of Amherst,MAR041247,2020.0,2.0,2019-07-01,2020-06-30,"{""mcm5_post_construction"": [9], ""mcm2"": [6], ""tmdl"": [3], ""mcm1"": [4, 5, 6], ""mcm4_construction"": [9], ""mcm6_pollution_prevention"": [10, 11, 12], ""mcm3_idde"": [7, 8]}",4.0,"Educational messages included seasonal webpage messages, a spring stormwater education flyer mailing, educational videos, and a stormwater management announcement for developers/contractors.",1.0,0.0,0.0,0.0,0.0,0.0,current_period,False,100.0,0.0,0.0,0.0,199.0,Refers to catch basins inspected.,0.0,False,[],No compliance violations or NOVs explicitly stated. Some program activities were impacted or cancelled due to COVID-19.,high,"No explicit compliance violations or NOVs mentioned. Some program activities (Annual Cleanup Day, Adopt a Drain Program) were impacted or cancelled due to COVID-19. For MCM6, 'facilities_inspected' refers to catch basins inspected; 4 SWPPP facilities were also inspected.",15.0,0.00498
https://www.epa.gov/system/files/documents/2026-04/amherst_ma_ar21.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amherst_ma_ar21.pdf,Town of Amherst,MAR041247,2021.0,3.0,2020-07-01,2021-06-30,"{""mcm6_pollution_prevention"": [13, 14, 15], ""mcm2"": [9], ""mcm3_idde"": [10, 11, 12], ""tmdl"": [2], ""mcm1"": [3, 6, 7, 8], ""mcm4_construction"": [12], ""mcm5_post_construction"": [4, 13, 17]}",5.0,"Reported 5 educational messages completed. Specific BMPs include seasonal messages on webpage, dog license mailing, pet waste lawn signs, stormwater pollution prevention mailing/social media, educational videos, and stormwater management announcement for developers/contractors.",2.0,,0.0,,2.0,1.0,current_period,False,45.0,0.0,,,230.0,Includes 226 catch basins inspected and 4 municipal facilities with SWPPPs inspected.,,True,"[{""pollutant"": ""Phosphorus"", ""source_page"": 2, ""waterbody"": ""Assabet River""}, {""pollutant"": ""Phosphorus"", ""source_page"": 2, ""waterbody"": ""Charles River Watershed""}, {""source_page"": 2, ""waterbody"": ""Cape Cod"", ""pollutant"": ""Nitrogen""}]",,high,"MCM1 reports 5 educational messages completed, but lists 6 distinct BMPs. MCM6 facilities inspected includes 226 catch basins and 4 SWPPP facilities. MCM5 site and BMP inspection counts are not explicitly provided. System mapping percentage is not explicitly provided. MCM3 sampling_conducted inferred as False due to no outfalls inspected.",20.0,0.00648
https://www.epa.gov/system/files/documents/2026-04/amherst_ma_ar22.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amherst_ma_ar22.pdf,Amherst,MAR041247,2022.0,,2021-07-01,2022-06-30,"{""mcm1"": [3, 4, 7, 8, 9], ""mcm5_post_construction"": [13, 14], ""tmdl"": [2, 4, 5, 6], ""mcm2"": [3, 10], ""mcm4_construction"": [13], ""mcm3_idde"": [2, 5, 10, 11, 12], ""mcm6_pollution_prevention"": [3, 14, 15, 16]}",5.0,"Educational messages included seasonal webpage updates, dog license flyer mailings, pet waste lawn signs, lawn maintenance water bill flyer mailings, and a school stormwater education program.",2.0,,71.0,,1.0,0.0,current_period,True,40.0,3.0,,,211.0,Count includes 206 catch basins inspected and 5 SWPPP facility inspections.,,True,"[{""pollutant"": ""Phosphorus"", ""source_page"": 6, ""waterbody"": ""Lake Warner""}]",One incident of a sewage line leaking into the MS4 in FY22.,high,"MCM3: Illicit discharge counts (1 found, 0 eliminated) are for the current period. Cumulative counts since permit start are 4 found and 1 eliminated. MCM4: Site inspection and violation counts include both MS4 and state/local wetland regulations. MCM6: Total number of catch basins in the MS4 system is 6,400, but this is not directly mapped to 'outfalls_total'. Volume of material removed from street sweeping was 1,211 cubic yards.",19.0,0.00618
https://www.epa.gov/system/files/documents/2026-04/amherst_ma_ar23.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amherst_ma_ar23.pdf,Town of Amherst,MAR041247,2023.0,5.0,2022-07-01,2023-06-30,"{""mcm5_post_construction"": [15, 17], ""mcm1"": [3, 4, 9, 10, 11], ""mcm3_idde"": [2, 11, 12, 13, 14], ""mcm6_pollution_prevention"": [16], ""mcm2"": [2, 11], ""mcm4_construction"": [14], ""tmdl"": [2, 4, 5, 6, 8]}",4.0,"Four distinct educational messages were delivered: seasonal stormwater tips via webpage, pet waste flyers with dog licenses, a school stormwater education program, and pet waste lawn signs.",1.0,376.0,192.0,64.0,0.0,0.0,,False,45.0,3.0,,,30.0,Combined count of 8 SWPPP facilities and 22 catch basins inspected.,100.0,True,"[{""reduction_achieved_lbs_per_year"": 0, ""pollutant"": ""Phosphorus"", ""wasteload_allocation_lbs_per_year"": 120.89, ""waterbody"": ""Lake Warner"", ""source_page"": 8}]",,high,"MCM3 IDDE: Calculated total outfalls based on 17% (64 outfalls) remaining, resulting in ~376 total outfalls. 'Outfalls not accessed' is set to 64 based on the description of those remaining. 'Outfalls screened' (this period) is 192. 'Sampling conducted' is set to false because 'No outfalls were inspected' was checked for screening/monitoring. System Mapping: Phase I system mapping is reported as completed, but 50% of field verifying and mapping of open channel conveyances is still underway, which is a component of Phase I. Assuming 'completed' means 100% of Phase I requirements were met, with the conveyances being a sub-component. MCM6 Pollution Prevention: Facilities inspected count combines 8 SWPPP facilities and 22 catch basins inspected. TMDL: The 'wasteload_allocation_lbs_per_year' for Lake Warner Phosphorus is set to the 'Baseline phosphorus export reduction required from LPCP Area' value as this is the closest available metric for a target, though it represents a required reduction rather than an allocation target directly.",19.0,0.00618
https://www.epa.gov/system/files/documents/2026-04/amherst_ma_ar24.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amherst_ma_ar24.pdf,Town of Amherst,MAR041247,,6.0,2023-07-01,2024-06-30,"{""mcm2"": [11, 12], ""mcm3_idde"": [12, 13, 14], ""mcm4_construction"": [14], ""mcm5_post_construction"": [15], ""mcm1"": [9, 10, 11], ""tmdl"": [2, 6, 8], ""mcm6_pollution_prevention"": [15, 16]}",5.0,,1.0,366.0,92.0,18.0,12.0,11.0,current_period,False,38.0,7.0,15.0,,76.0,Refers to 64 catch basins inspected/cleaned and 12 SWPPP facilities inspected.,50.0,True,"[{""wasteload_allocation_lbs_per_year"": 120.89, ""source_page"": 6, ""reduction_achieved_lbs_per_year"": 0, ""pollutant"": ""Phosphorus"", ""waterbody"": ""LPCP Area""}]",,high,"illicit_discharges_found combines SSOs and other illicit discharges. illicit_discharges_eliminated reflects current period eliminations. mcm6_pollution_prevention facilities_inspected combines catch basins and SWPPP facility inspections. mcm5_post_construction sites_inspected is based on as-built drawings received. The TMDL reduction for phosphorus is zero for this period, as stated in the report.",19.0,0.00618
https://www.epa.gov/system/files/documents/2026-04/amherst_ma_ar25.pdf,https://storage.googleapis.com/openamend-data/MS4_annual_reports/amherst_ma_ar25.pdf,Town of Amherst,MAR041247,,,,,{},5.0,,,,18.0,,5.0,3.0,cumulative_since_permit_start,,60.0,5.0,,,68.0,Count refers to catch basins inspected.,50.0,True,"[{""waterbody"": ""Lake Warner"", ""reduction_achieved_lbs_per_year"": 16.22, ""pollutant"": ""Phosphorus""}]",,medium,"MCM2 (Public Participation) and MCM5 (Post-Construction) data is limited or not explicitly quantifiable as per schema. Report period dates, total outfalls, outfalls not accessed, and sampling conducted status are not available. MCM6 facilities_inspected refers to catch basins.",,0.00108
