,entity_name,client_name,year,reg_type,compensation
1411,Jack Hart,Blackstone Administrative Services Partnership L.P.,2024,Lobbyist,30000.0
1412,Jack Hart,Live Nation Worldwide Inc.,2024,Lobbyist,0.0
1413,Jack Hart,"FANTASY SPORTS OPERATOR COALITION, INC.",2024,Lobbyist,0.0
1414,Jack Hart,Total salaries received,2024,Lobbyist,66500.0
1415,Robert Emmet Hayes,CRRC MA Corporation,2024,Lobbyist,75000.0
1416,Robert Emmet Hayes,Massachusetts Chain Pharmacy Council,2024,Lobbyist,44163.0
1417,Robert Emmet Hayes,"Massachusetts Society for Medical Research, Inc.",2024,Lobbyist,9000.0
1418,Robert Emmet Hayes,Massachusetts State Automobile Dealers Association Inc,2024,Lobbyist,18000.0
1419,Robert Emmet Hayes,Northeastern Retail Lumber Association,2024,Lobbyist,21500.0
1420,Robert Emmet Hayes,"Waste Management of Massachusetts, Inc.",2024,Lobbyist,45000.0
1421,Robert Emmet Hayes,Total salaries received,2024,Lobbyist,212663.0
1422,John F.X. Heffernan,Acadia Pharmaceuticals Inc.,2024,Lobbyist,30000.0
1423,John F.X. Heffernan,Acuity Strategic Partners LLC,2024,Lobbyist,60000.0
1424,John F.X. Heffernan,Amgen Inc.,2024,Lobbyist,36000.0
1425,John F.X. Heffernan,Biotechnology Innovation Organization (BIO),2024,Lobbyist,27000.0
1426,John F.X. Heffernan,"Karuna Pharmaceuticals, Inc.",2024,Lobbyist,30000.0
1427,John F.X. Heffernan,"Massachusetts Biotechnology Council, Inc.",2024,Lobbyist,60000.0
1428,John F.X. Heffernan,"NanoDx, Inc",2024,Lobbyist,0.0
1429,John F.X. Heffernan,"PTC Therapeutics, Inc.",2024,Lobbyist,0.0
1430,John F.X. Heffernan,"Sage Therapeutics, Inc.",2024,Lobbyist,33000.0
1431,John F.X. Heffernan,"UCB, Inc.",2024,Lobbyist,22500.0
1432,John F.X. Heffernan,Total salaries received,2024,Lobbyist,298500.0
1433,Nicole Hera Horberg Decter,Massachusetts AFL-CIO,2024,Lobbyist,30025.0
1434,Nicole Hera Horberg Decter,Total salaries received,2024,Lobbyist,30025.0
1435,Hub Strategies,"Massachusetts Children's Alliance, Inc.",2024,Lobbyist Entity,0.0
1436,Hub Strategies,Total salaries received,2024,Lobbyist Entity,0.0
1437,Hub Strategies,Massachusetts Head Start Association Inc.,2024,Lobbyist Entity,0.0
1438,Hub Strategies,The Key Program Inc.,2024,Lobbyist Entity,0.0
1439,Arline Isaacson,"American Civil Liberties Union of Massachusetts, Inc.",2024,Lobbyist,50000.0
1440,Arline Isaacson,"GLBTQ Legal Advocates & Defenders, Inc.",2024,Lobbyist,5000.0
1441,Arline Isaacson,Massachusetts Gay and Lesbian Political Caucus,2024,Lobbyist,1.0
1442,Arline Isaacson,No client,2024,Lobbyist,20000.0
1443,Arline Isaacson,Total salaries received,2024,Lobbyist,75001.0
1444,Arline Isaacson,"Massachusetts LGBT Chamber of Commerce, Inc.",2024,Lobbyist,40000.0
1445,"J Wagner Strategies, LLC","New England Connectivity and Telecommunications Association, Inc",2024,Lobbyist Entity,20000.0
1446,"J Wagner Strategies, LLC",Eastern States Exposition,2024,Lobbyist Entity,3000.0
1447,"J Wagner Strategies, LLC",Springfield Day Nursery Corporation,2024,Lobbyist Entity,3000.0
1448,"J Wagner Strategies, LLC","Greater Springfield Convention and Visitors Bureau, Inc.",2024,Lobbyist Entity,5000.0
1449,"J Wagner Strategies, LLC",Health New England Inc.,2024,Lobbyist Entity,3500.0
1450,"J Wagner Strategies, LLC","New England Collectors Association, Inc.",2024,Lobbyist Entity,3000.0
1451,"J Wagner Strategies, LLC","Baystate Health, Inc.",2024,Lobbyist Entity,2000.0
1452,"J Wagner Strategies, LLC",WinnDevelopment Company Limited Partnership,2024,Lobbyist Entity,30000.0
1453,"J Wagner Strategies, LLC",Total salaries received,2024,Lobbyist Entity,69500.0
1454,Thomas M Joyce,"Massachusetts Bankers Assocation, Inc.",2024,Lobbyist,55000.0
1455,Thomas M Joyce,Addiction Treatment Center of New England,2024,Lobbyist,18000.0
1456,Thomas M Joyce,National Grid USA,2024,Lobbyist,78000.0
1457,Thomas M Joyce,"MASSACHUSETTS TOWN CLERKS ASSOCIATION,INC.",2024,Lobbyist,18750.0
1458,Thomas M Joyce,"Franciscan Hospital for Children, Inc.",2024,Lobbyist,30000.0
1459,Thomas M Joyce,Total salaries received,2024,Lobbyist,199750.0
1460,William Kennedy,Construction Industries of Massachusetts,2024,Lobbyist,0.0
1461,William Kennedy,Total salaries received,2024,Lobbyist,0.0
1462,William Kennedy,The Commerce Insurance Company,2024,Lobbyist,0.0
1463,Matt Keswick,"Veracode, Inc.",2024,Lobbyist,41750.0
1464,Matt Keswick,TriNet USA INC,2024,Lobbyist,25500.0
1465,Matt Keswick,HUB Technical Services LLC,2024,Lobbyist,15000.0
1466,Matt Keswick,NWN Corporation,2024,Lobbyist,16000.0
1467,Matt Keswick,"First Data Government Solutions, LP",2024,Lobbyist,30000.0
1468,Matt Keswick,Vocational Careers Corp,2024,Lobbyist,12000.0
1469,Matt Keswick,"The Association of Dental Support Organizations, Inc.",2024,Lobbyist,30000.0
1470,Matt Keswick,"Slalom, Inc.",2024,Lobbyist,22500.0
1471,Matt Keswick,"DocuSign, Inc.",2024,Lobbyist,20000.0
1472,Matt Keswick,"Sterling Suffolk Racecourse, LLC",2024,Lobbyist,45000.0
1473,Matt Keswick,Facility Management Corporation,2024,Lobbyist,30000.0
1474,Matt Keswick,Total salaries received,2024,Lobbyist,287750.0
1475,Christopher Stanley Koczela,TD Bank US Holding Company,2024,Lobbyist,36000.0
1476,Christopher Stanley Koczela,Google Public Sector LLC,2024,Lobbyist,45000.0
1477,Christopher Stanley Koczela,environmental products corp,2024,Lobbyist,4000.0
1478,Christopher Stanley Koczela,Google Client Services LLC,2024,Lobbyist,42000.0
1479,Christopher Stanley Koczela,Eli Lilly and Company,2024,Lobbyist,36000.0
1480,Christopher Stanley Koczela,"Motorola Solutions, INC.",2024,Lobbyist,30000.0
1481,Christopher Stanley Koczela,Metrc LLC,2024,Lobbyist,36000.0
1482,Christopher Stanley Koczela,Allwyn North America,2024,Lobbyist,45000.0
1483,Christopher Stanley Koczela,Total salaries received,2024,Lobbyist,274000.0
1484,Ron Lanton,"Massachusetts Society of Health-System Pharmacists, Inc.",2024,Lobbyist,12000.0
1485,Ron Lanton,Total salaries received,2024,Lobbyist,12000.0
1486,Lindsey Tucker,Health Equity Compact,2024,Lobbyist Entity,0.0
1487,Lindsey Tucker,Total salaries received,2024,Lobbyist Entity,0.0
1488,Locke Lord LLP,MA Insurers Insolvency Fund,2024,Lobbyist Entity,9000.0
1489,Locke Lord LLP,Steward Health Care System LLC,2024,Lobbyist Entity,1000.0
1490,Locke Lord LLP,"Jazz Pharmaceuticals, Inc.",2024,Lobbyist Entity,3500.0
1491,Locke Lord LLP,Pattern Energy Group Limited Partnership,2024,Lobbyist Entity,42000.0
1492,Locke Lord LLP,"PowerOptions, Inc.",2024,Lobbyist Entity,15000.0
1493,Locke Lord LLP,"CVS PHARMACY, INC.",2024,Lobbyist Entity,72000.0
1494,Locke Lord LLP,Massachusetts Insurers Insolvency Fund,2024,Lobbyist Entity,0.0
1495,Locke Lord LLP,Total salaries received,2024,Lobbyist Entity,142500.0
1496,Locke Lord LLP,"GLOBAL KRATOM COALITION, INC",2024,Lobbyist Entity,26250.0
1497,Mickey Long,Iron Workers Union 7,2024,Lobbyist,12000.0
1498,Mickey Long,Total salaries received,2024,Lobbyist,12000.0
1499,Katherine Mainzer,"Community Resources for Justice, Inc.",2024,Lobbyist,16000.0
1500,Katherine Mainzer,Total salaries received,2024,Lobbyist,16000.0
1501,"William F Malloy, Jr.","Coin Machine Industries Association of Massachusetts, Inc.",2024,Lobbyist,6000.0
1502,"William F Malloy, Jr.",Propane Association of New England,2024,Lobbyist,17004.0
1503,"William F Malloy, Jr.","Massachusetts Patient Advocacy Alliance, Inc.",2024,Lobbyist,3000.0
1504,"William F Malloy, Jr.",Massachusetts Speech Language Hearing Association,2024,Lobbyist,15000.0
1505,"William F Malloy, Jr.",Solar Mobility Corporation,2024,Lobbyist,6000.0
1506,"William F Malloy, Jr.",MBTA Police Association,2024,Lobbyist,12000.0
1507,"William F Malloy, Jr.",The Savings Bank Mutual Life Insurance Company of Massachusetts,2024,Lobbyist,13781.25
1508,"William F Malloy, Jr.",Life Insurance Association of Massachusetts Inc.,2024,Lobbyist,40000.0
1509,"William F Malloy, Jr.",Total salaries received,2024,Lobbyist,112785.25
1510,Marty Walz & Associates,Education Reform Now Advocacy Inc.,2024,Lobbyist Entity,36000.0
1511,Marty Walz & Associates,Educators For Excellence,2024,Lobbyist Entity,27000.0
1512,Marty Walz & Associates,Lesley University,2024,Lobbyist Entity,0.0
1513,Marty Walz & Associates,College of American Pathologists,2024,Lobbyist Entity,3750.0
1514,Marty Walz & Associates,Total salaries received,2024,Lobbyist Entity,66750.0
1515,Marty Walz & Associates,"Massachusetts Society of Pathologists, Inc.",2024,Lobbyist Entity,3750.0
1516,Ryan McCollum,PricewaterhouseCoopers LLP,2024,Lobbyist,24000.0
1517,Ryan McCollum,Total salaries received,2024,Lobbyist,24000.0
1518,Michael J McCormack,"Delaware North America, LLC",2024,Lobbyist,39000.0
1519,Michael J McCormack,"Keolis Commuter Services, LLC",2024,Lobbyist,60000.0
1520,Michael J McCormack,Total salaries received,2024,Lobbyist,99000.0
1521,Michael J McCormack,"Scientific Games, LLC",2024,Lobbyist,20400.0
1522,Terence P. McDermott,"Mallinckrodt, LLC",2024,Lobbyist,33000.0
1523,Terence P. McDermott,"New England Physical Therapy Network, P.C.",2024,Lobbyist,0.0
1524,Terence P. McDermott,"Wine & Spirit Wholesalers of Massachusetts, Inc.",2024,Lobbyist,105000.0
1525,Terence P. McDermott,"Dana-Farber Cancer Institute, Inc.",2024,Lobbyist,45000.0
1526,Terence P. McDermott,"Tufts Medicine, Inc.",2024,Lobbyist,36000.0
1527,Terence P. McDermott,Nellie Mae Education Foundation Inc,2024,Lobbyist,33000.0
1528,Terence P. McDermott,New England Baptist Hospital,2024,Lobbyist,27880.0
1529,Terence P. McDermott,Merck Sharp & Dohme LLC,2024,Lobbyist,28000.0
1530,Terence P. McDermott,Bristol Myers Squibb Company,2024,Lobbyist,30000.0
1531,Terence P. McDermott,"CSX Transportation, Inc",2024,Lobbyist,36000.0
1532,Terence P. McDermott,"Massachusetts Biotechnology Council, Inc.",2024,Lobbyist,60000.0
1533,Terence P. McDermott,Total salaries received,2024,Lobbyist,433880.0
1534,Terence P. McDermott,"Sumitomo Pharma America, Inc.",2024,Lobbyist,14775.0
1535,RICHARD William MCDONOUGH,Project Takeoff Inc,2024,Lobbyist,0.0
1536,RICHARD William MCDONOUGH,GABRIEL CARE LLC,2024,Lobbyist,0.0
1537,RICHARD William MCDONOUGH,Total salaries received,2024,Lobbyist,0.0
1538,Alfred A. Minahan,JERA Americas Inc.,2024,Lobbyist,37500.0
1539,Alfred A. Minahan,Total salaries received,2024,Lobbyist,37500.0
1540,James Thomas Morris,MA Academy of Trial Attorneys,2024,Lobbyist,48750.0
1541,James Thomas Morris,Total salaries received,2024,Lobbyist,48750.0
1542,Patrick J. Moynihan,"Keolis Commuter Services, LLC",2024,Lobbyist,60000.0
1543,Patrick J. Moynihan,"Delaware North America, LLC",2024,Lobbyist,30000.0
1544,Patrick J. Moynihan,Total salaries received,2024,Lobbyist,90000.0
1545,"National Strategies, LLC","Pure Storage, Inc.",2024,Lobbyist Entity,75000.0
1546,"National Strategies, LLC",Association of Social Work Boards,2024,Lobbyist Entity,35000.0
1547,"National Strategies, LLC","COMPASS PATHWAYS, INC.",2024,Lobbyist Entity,32100.0
1548,"National Strategies, LLC",Total salaries received,2024,Lobbyist Entity,142100.0
1549,"National Strategies, LLC","Tanium, Inc.",2024,Lobbyist Entity,16250.0
1550,New Horizons Consulting,"InstaTrac, Inc.",2024,Lobbyist Entity,18000.0
1551,New Horizons Consulting,"Cengage Learning, Inc.",2024,Lobbyist Entity,18000.0
1552,New Horizons Consulting,Environmental Disinfection Solutions LLC,2024,Lobbyist Entity,4000.0
1553,New Horizons Consulting,Leominster Development Group LLC,2024,Lobbyist Entity,5000.0
1554,New Horizons Consulting,"Holyoke Health Center, Inc.",2024,Lobbyist Entity,9000.0
1555,New Horizons Consulting,Red Cardinal MA LLC,2024,Lobbyist Entity,0.0
1556,New Horizons Consulting,"CitySpace, Inc.",2024,Lobbyist Entity,17500.0
1557,New Horizons Consulting,"Quabbin Mediation, Inc.",2024,Lobbyist Entity,0.0
1558,New Horizons Consulting,"nuForj, LLC",2024,Lobbyist Entity,0.0
1559,New Horizons Consulting,"Arctevity, inc",2024,Lobbyist Entity,0.0
1560,New Horizons Consulting,Total salaries received,2024,Lobbyist Entity,71500.0
1561,Nixon Peabody LLP,"Vietnam Veterans Workshop, Inc",2024,Lobbyist Entity,49000.0
1562,Nixon Peabody LLP,AAA Northeast,2024,Lobbyist Entity,33750.0
1563,Nixon Peabody LLP,"Ocean Spray Cranberries, Inc.",2024,Lobbyist Entity,35000.0
1564,Nixon Peabody LLP,"The Elevance Health Companies, Inc.",2024,Lobbyist Entity,60000.0
1565,Nixon Peabody LLP,"Medtronic, Inc.",2024,Lobbyist Entity,54000.0
1566,Nixon Peabody LLP,"Kinder Morgan, Inc.",2024,Lobbyist Entity,48000.0
1567,Nixon Peabody LLP,Citizens Enterprises Corporation,2024,Lobbyist Entity,45000.0
1568,Nixon Peabody LLP,DraftKings Inc.,2024,Lobbyist Entity,60000.0
1569,Nixon Peabody LLP,"Mutualink, Inc.",2024,Lobbyist Entity,19000.0
1570,Nixon Peabody LLP,Biogen Inc.,2024,Lobbyist Entity,45000.0
1571,Nixon Peabody LLP,RTX Corporation,2024,Lobbyist Entity,35000.0
1572,Nixon Peabody LLP,"Affordable Housing and Services Collaborative, Inc.",2024,Lobbyist Entity,22500.0
1573,Nixon Peabody LLP,WSJV Developer LLC,2024,Lobbyist Entity,22500.0
1574,Nixon Peabody LLP,"EverDriven Technologies, LLC",2024,Lobbyist Entity,48000.0
1575,Nixon Peabody LLP,"Fire Chiefs' Association of Massachusetts, Inc.",2024,Lobbyist Entity,10500.0
1576,Nixon Peabody LLP,"Covenant Health, Inc.",2024,Lobbyist Entity,17290.0
1577,Nixon Peabody LLP,"Metropolitan Boston Housing Partnership, Inc. d/b/a Metro Housing|Boston",2024,Lobbyist Entity,39000.0
1578,Nixon Peabody LLP,Total salaries received,2024,Lobbyist Entity,643540.0
1579,Nixon Peabody LLP,REMAP Massachusetts LLC,2024,Lobbyist Entity,0.0
1580,Nixon Peabody LLP,"Bally's Interactive, LLC",2024,Lobbyist Entity,0.0
1581,Northwind Strategies,IGT Global Solutions Corporation,2024,Lobbyist Entity,48000.0
1582,Northwind Strategies,Total salaries received,2024,Lobbyist Entity,48000.0
1583,Paul O'Sullivan,IUEC Local 4,2024,Lobbyist,21000.0
1584,Paul O'Sullivan,Total salaries received,2024,Lobbyist,21000.0
1585,"One Ellis Associates, LLC",No client,2024,Lobbyist Entity,9000.0
1586,"One Ellis Associates, LLC","Chartwell Strategy Group, LLC",2024,Lobbyist Entity,10500.0
1587,"One Ellis Associates, LLC",Total salaries received,2024,Lobbyist Entity,19500.0
1588,"Orrick, Herrington & Sutcliffe LLP","DIRECTV, LLC",2024,Lobbyist Entity,9000.0
1589,"Orrick, Herrington & Sutcliffe LLP",DISH DBS Corporation,2024,Lobbyist Entity,9000.0
1590,"Orrick, Herrington & Sutcliffe LLP",Total salaries received,2024,Lobbyist Entity,18000.0
1591,Steven Christopher Panagiotakos,Marwick LLC,2024,Lobbyist,9000.0
1592,Steven Christopher Panagiotakos,RCG 45 Merrimack OZ Business LLC,2024,Lobbyist,7500.0
1593,Steven Christopher Panagiotakos,New England Studios @ Devens LLC,2024,Lobbyist,9000.0
1594,Steven Christopher Panagiotakos,CROSSWAY HOMECARE LLC,2024,Lobbyist,9000.0
1595,Steven Christopher Panagiotakos,Massachusetts Coalition for Adult Education,2024,Lobbyist,7500.0
1596,Steven Christopher Panagiotakos,S&R Corporation,2024,Lobbyist,12000.0
1597,Steven Christopher Panagiotakos,"Atlantis Investments, LLC",2024,Lobbyist,12000.0
1598,Steven Christopher Panagiotakos,Acre Crossing LLC,2024,Lobbyist,6000.0
1599,Steven Christopher Panagiotakos,WinnDevelopment Company Limited Partnership,2024,Lobbyist,12500.0
1600,Steven Christopher Panagiotakos,Pollard Banknote Limited,2024,Lobbyist,21000.0
1601,Steven Christopher Panagiotakos,Lowell Community Health Center,2024,Lobbyist,21000.0
1602,Steven Christopher Panagiotakos,"Massachusetts Chiropractic Society, Inc.",2024,Lobbyist,15000.0
1603,Steven Christopher Panagiotakos,Vinfen Corporation,2024,Lobbyist,10500.0
1604,Steven Christopher Panagiotakos,Community Teamwork,2024,Lobbyist,24000.0
1605,Steven Christopher Panagiotakos,"Massachusetts Association of Health Plans, Inc",2024,Lobbyist,30000.0
1606,Steven Christopher Panagiotakos,NEW ENGLAND POLICE BENEVOLENT ASSOCIATION INC,2024,Lobbyist,21000.0
1607,Steven Christopher Panagiotakos,Boys & Girls Club of Greater Lowell,2024,Lobbyist,7500.0
1608,Steven Christopher Panagiotakos,TMI Property Management & Development Corp.,2024,Lobbyist,6000.0
1609,Steven Christopher Panagiotakos,Total salaries received,2024,Lobbyist,240500.0
1610,Steven Christopher Panagiotakos,IBEW LOCAL 2321,2024,Lobbyist,3000.0
1611,Paul Pezzella,Worcester Business Development Corporation,2024,Lobbyist,24000.0
1612,Paul Pezzella,Preservation Mass Inc.,2024,Lobbyist,9000.0
1613,Paul Pezzella,1199SEIU,2024,Lobbyist,45000.0
1614,Paul Pezzella,Total salaries received,2024,Lobbyist,78000.0
1615,Elizabeth Pinkerton,Edenred North America Inc,2024,Lobbyist,0.0
1616,Elizabeth Pinkerton,Total salaries received,2024,Lobbyist,0.0
1617,RAR Strategies LLC,"Massachusetts Chemistry & Technology Alliance, Inc.",2024,Lobbyist Entity,12000.0
1618,RAR Strategies LLC,Total salaries received,2024,Lobbyist Entity,12000.0
1619,Henri S Rauschenbach,Manet Community Health Center Inc,2024,Lobbyist,15000.0
1620,Henri S Rauschenbach,"Turo, Inc.",2024,Lobbyist,30000.0
1621,Henri S Rauschenbach,"Green Berkshires, Inc.",2024,Lobbyist,15000.0
1622,Henri S Rauschenbach,"Cengage Learning, Inc.",2024,Lobbyist,18000.0
1623,Henri S Rauschenbach,"Cape Cod Healthcare, Inc.",2024,Lobbyist,30000.0
1624,Henri S Rauschenbach,"Blue Cross Blue Shield of Massachusetts, Inc.",2024,Lobbyist,25000.0
1625,Henri S Rauschenbach,"Baystate Health, Inc.",2024,Lobbyist,22500.0
1626,Henri S Rauschenbach,Total salaries received,2024,Lobbyist,155500.0
1627,"Robert F. White Associates, Inc.","Keolis Commuter Services, LLC",2024,Lobbyist Entity,45000.0
1628,"Robert F. White Associates, Inc.",Leominster Development Group LLC,2024,Lobbyist Entity,5000.0
1629,"Robert F. White Associates, Inc.",Massachusetts Energy Marketers Association,2024,Lobbyist Entity,12000.0
1630,"Robert F. White Associates, Inc.","Medical Professional Mutual Insurance Company, Inc.",2024,Lobbyist Entity,20500.0
1631,"Robert F. White Associates, Inc.",WORK INCORPORATED,2024,Lobbyist Entity,30000.0
1632,"Robert F. White Associates, Inc.","The Boston Home, Inc.",2024,Lobbyist Entity,12000.0
1633,"Robert F. White Associates, Inc.",Massachusetts Medical Malpractice Reinsurance Plan,2024,Lobbyist Entity,11250.0
1634,"Robert F. White Associates, Inc.",Arbella Mutual Insurance Company,2024,Lobbyist Entity,33000.0
1635,"Robert F. White Associates, Inc.","Ascentria Care Alliance, Inc.",2024,Lobbyist Entity,21000.0
1636,"Robert F. White Associates, Inc.","Global Partners, LP",2024,Lobbyist Entity,12000.0
1637,"Robert F. White Associates, Inc.","Volta Oil Company, Inc.",2024,Lobbyist Entity,0.0
1638,"Robert F. White Associates, Inc.",Total salaries received,2024,Lobbyist Entity,201750.0
1639,"Robert J. Smith, LLC","Vanguard Renewables Holdings, LLC",2024,Lobbyist Entity,36000.0
1640,"Robert J. Smith, LLC","Construction Fund Control, Inc.",2024,Lobbyist Entity,0.0
1641,"Robert J. Smith, LLC",Total salaries received,2024,Lobbyist Entity,36000.0
1642,Thayer Surette Roberts,Partnership to Improve Patient Care,2024,Lobbyist,12000.0
1643,Thayer Surette Roberts,Total salaries received,2024,Lobbyist,12000.0
1644,John J Spillane,"Massachusetts Association of Nonprofit Schools and Colleges, Inc.",2024,Lobbyist,9000.0
1645,John J Spillane,Total salaries received,2024,Lobbyist,9000.0
1646,David A Wilby,"Longroad Energy Management, LLC",2024,Lobbyist,39000.0
1647,David A Wilby,"Great River Hydro, LLC",2024,Lobbyist,27000.0
1648,David A Wilby,Jupiter Power MA Management LLC,2024,Lobbyist,30000.0
1649,David A Wilby,Total salaries received,2024,Lobbyist,96000.0
